# HELP free5gc_sbi_inbound_request_duration_seconds Histogram of request latencies
# TYPE free5gc_sbi_inbound_request_duration_seconds histogram
free5gc_sbi_outbound_request_duration_seconds_bucket{method="GET",nf_type="pcf",status_code="200 OK",target_service_name="nnrf-disc",le="0.005"} 0
free5gc_sbi_outbound_request_duration_seconds_bucket{method="GET",nf_type="pcf",status_code="200 OK",target_service_name="nnrf-disc",le="0.01"} 9
free5gc_sbi_outbound_request_duration_seconds_bucket{method="GET",nf_type="pcf",status_code="200 OK",target_service_name="nnrf-disc",le="0.02"} 21
free5gc_sbi_outbound_request_duration_seconds_bucket{method="GET",nf_type="pcf",status_code="200 OK",target_service_name="nnrf-disc",le="0.025"} 21
free5gc_sbi_outbound_request_duration_seconds_bucket{method="GET",nf_type="pcf",status_code="200 OK",target_service_name="nnrf-disc",le="0.05"} 21
free5gc_sbi_outbound_request_duration_seconds_bucket{method="GET",nf_type="pcf",status_code="200 OK",target_service_name="nnrf-disc",le="+Inf"} 21
free5gc_sbi_outbound_request_duration_seconds_sum{method="GET",nf_type="pcf",status_code="200 OK",target_service_name="nnrf-disc"} 0.23296169499999997
free5gc_sbi_outbound_request_duration_seconds_count{method="GET",nf_type="pcf",status_code="200 OK",target_service_name="nnrf-disc"} 21
free5gc_sbi_outbound_request_duration_seconds_bucket{method="GET",nf_type="pcf",status_code="200 OK",target_service_name="nudr-dr",le="0.0001"} 0
free5gc_sbi_outbound_request_duration_seconds_bucket{method="GET",nf_type="pcf",status_code="200 OK",target_service_name="nudr-dr",le="0.005"} 0
free5gc_sbi_outbound_request_duration_seconds_bucket{method="GET",nf_type="pcf",status_code="200 OK",target_service_name="nudr-dr",le="0.01"} 5
free5gc_sbi_outbound_request_duration_seconds_bucket{method="GET",nf_type="pcf",status_code="200 OK",target_service_name="nudr-dr",le="0.02"} 19
free5gc_sbi_outbound_request_duration_seconds_bucket{method="GET",nf_type="pcf",status_code="200 OK",target_service_name="nudr-dr",le="0.025"} 20
free5gc_sbi_outbound_request_duration_seconds_bucket{method="GET",nf_type="pcf",status_code="200 OK",target_service_name="nudr-dr",le="0.05"} 20
free5gc_sbi_outbound_request_duration_seconds_bucket{method="GET",nf_type="pcf",status_code="200 OK",target_service_name="nudr-dr",le="+Inf"} 20
free5gc_sbi_outbound_request_duration_seconds_sum{method="GET",nf_type="pcf",status_code="200 OK",target_service_name="nudr-dr"} 0.260738122
free5gc_sbi_outbound_request_duration_seconds_count{method="GET",nf_type="pcf",status_code="200 OK",target_service_name="nudr-dr"} 20
free5gc_sbi_outbound_request_duration_seconds_bucket{method="POST",nf_type="pcf",status_code="201 Created",target_service_name="namf-comm",le="0.0001"} 0
free5gc_sbi_outbound_request_duration_seconds_bucket{method="POST",nf_type="pcf",status_code="201 Created",target_service_name="namf-comm",le="0.005"} 0
free5gc_sbi_outbound_request_duration_seconds_bucket{method="POST",nf_type="pcf",status_code="201 Created",target_service_name="namf-comm",le="0.01"} 0
free5gc_sbi_outbound_request_duration_seconds_bucket{method="POST",nf_type="pcf",status_code="201 Created",target_service_name="namf-comm",le="0.02"} 1
free5gc_sbi_outbound_request_duration_seconds_bucket{method="POST",nf_type="pcf",status_code="201 Created",target_service_name="namf-comm",le="0.025"} 1
free5gc_sbi_outbound_request_duration_seconds_bucket{method="POST",nf_type="pcf",status_code="201 Created",target_service_name="namf-comm",le="0.05"} 1
free5gc_sbi_outbound_request_duration_seconds_bucket{method="POST",nf_type="pcf",status_code="201 Created",target_service_name="namf-comm",le="+Inf"} 1
free5gc_sbi_outbound_request_duration_seconds_sum{method="POST",nf_type="pcf",status_code="201 Created",target_service_name="namf-comm"} 0.010602595
free5gc_sbi_outbound_request_duration_seconds_count{method="POST",nf_type="pcf",status_code="201 Created",target_service_name="namf-comm"} 1
free5gc_sbi_outbound_request_duration_seconds_bucket{method="PUT",nf_type="pcf",status_code="201 Created",target_service_name="nnrf-nfm",le="0.0001"} 0
free5gc_sbi_outbound_request_duration_seconds_bucket{method="PUT",nf_type="pcf",status_code="201 Created",target_service_name="nnrf-nfm",le="0.005"} 0
free5gc_sbi_outbound_request_duration_seconds_bucket{method="PUT",nf_type="pcf",status_code="201 Created",target_service_name="nnrf-nfm",le="0.01"} 0
free5gc_sbi_outbound_request_duration_seconds_bucket{method="PUT",nf_type="pcf",status_code="201 Created",target_service_name="nnrf-nfm",le="0.02"} 0
free5gc_sbi_outbound_request_duration_seconds_bucket{method="PUT",nf_type="pcf",status_code="201 Created",target_service_name="nnrf-nfm",le="0.025"} 0
free5gc_sbi_outbound_request_duration_seconds_bucket{method="PUT",nf_type="pcf",status_code="201 Created",target_service_name="nnrf-nfm",le="0.05"} 1
free5gc_sbi_outbound_request_duration_seconds_bucket{method="PUT",nf_type="pcf",status_code="201 Created",target_service_name="nnrf-nfm",le="+Inf"} 1
free5gc_sbi_outbound_request_duration_seconds_sum{method="PUT",nf_type="pcf",status_code="201 Created",target_service_name="nnrf-nfm"} 0.043235857
free5gc_sbi_outbound_request_duration_seconds_count{method="PUT",nf_type="pcf",status_code="201 Created",target_service_name="nnrf-nfm"} 1
# HELP free5gc_sbi_outbound_request_total Total number of SBI outbound requests attempted or sent by the NF
# TYPE free5gc_sbi_outbound_request_total counter
free5gc_sbi_outbound_request_total{method="GET",nf_type="pcf",status_code="200 OK",target_service_name="nnrf-disc"} 21
free5gc_sbi_outbound_request_total{method="GET",nf_type="pcf",status_code="200 OK",target_service_name="nudr-dr"} 20
free5gc_sbi_outbound_request_total{method="POST",nf_type="pcf",status_code="201 Created",target_service_name="namf-comm"} 1
free5gc_sbi_outbound_request_total{method="PUT",nf_type="pcf",status_code="201 Created",target_service_name="nnrf-nfm"} 1
